step,time,loading,path_conjugate_stress,cauchy_11,cauchy_22,cauchy_33,cauchy_12,cauchy_23,cauchy_13,kirchhoff_11,kirchhoff_22,kirchhoff_33,kirchhoff_12,kirchhoff_23,kirchhoff_13,green_lagrange_11,green_lagrange_22,green_lagrange_33,green_lagrange_12,green_lagrange_23,green_lagrange_13,euler_almansi_11,euler_almansi_22,euler_almansi_33,euler_almansi_12,euler_almansi_23,euler_almansi_13,material_log_11,material_log_22,material_log_33,material_log_12,material_log_23,material_log_13,spatial_log_11,spatial_log_22,spatial_log_33,spatial_log_12,spatial_log_23,spatial_log_13,equivalent_plastic_strain,yield_residual,A_1111,A_1122,A_1212,D_1111,D_1122,D_1212
103,0.2575,0.025750000000000002,540.2052619295525,360.1368412863448,-180.06842064320773,-180.06842064320773,0.0,0.0,0.0,360.13684128634475,-180.0684206432077,-180.0684206432077,0.0,0.0,0.0,0.0264245931460666,-0.012710648084169773,-0.012710648084169773,0.0,0.0,0.0,0.025098175018900104,-0.013042197653402976,-0.013042197653402976,0.0,0.0,0.0,0.025749999999999947,-0.012875000000000051,-0.012875000000000051,0.0,0.0,0.0,0.025749999999999947,-0.012875000000000051,-0.012875000000000051,0.0,0.0,0.0,0.02355868735337621,1.1368683772161603e-13,156936.91031537493,161427.66405744065,73936.08995632811,164870.7614834577,163519.4824169848,72236.60713666253
104,0.26,0.026000000000000002,540.9804627711504,360.6536418474207,-180.3268209237297,-180.3268209237297,0.0,0.0,0.0,360.65364184742066,-180.32682092372968,-180.32682092372968,0.0,0.0,0.0,0.02668787125668226,-0.012832455195625314,-0.012832455195625314,0.0,0.0,0.0,0.02533556657855518,-0.01317047423672113,-0.01317047423672113,0.0,0.0,0.0,0.025999999999999884,-0.012999999999999977,-0.012999999999999977,0.0,0.0,0.0,0.025999999999999884,-0.012999999999999977,-0.012999999999999977,0.0,0.0,0.0,0.023806057698103004,-5.684341886080802e-14,156852.78881068443,161410.18093168893,73964.45182013483,164864.26923689927,163522.21173970288,72246.48761295683
105,0.2625,0.026250000000000002,541.7525996657547,361.16839977718047,-180.5841998885742,-180.5841998885742,0.0,0.0,0.0,361.16839977718047,-180.5841998885742,-180.5841998885742,0.0,0.0,0.0,0.026951281039268582,-0.012954231859109211,-0.012954231859109211,0.0,0.0,0.0,0.025572839472099318,-0.013298782893193972,-0.013298782893193972,0.0,0.0,0.0,0.02624999999999992,-0.01312499999999997,-0.01312499999999997,0.0,0.0,0.0,0.02624999999999992,-0.01312499999999997,-0.01312499999999997,0.0,0.0,0.0,0.024053441583830545,0.0,156768.73492986718,161392.68883686163,73992.75812099995,164857.80299662086,163524.93010191235,72256.30363169967
106,0.265,0.026500000000000003,542.5216849190723,361.6811232793708,-180.84056163970146,-180.84056163970146,0.0,0.0,0.0,361.6811232793708,-180.84056163970146,-180.84056163970146,0.0,0.0,0.0,0.027214822559677998,-0.013075978082232431,-0.013075978082232431,0.0,0.0,0.0,0.025809993758850902,-0.013427123630841087,-0.013427123630841087,0.0,0.0,0.0,0.02650000000000004,-0.013249999999999951,-0.013249999999999951,0.0,0.0,0.0,0.02650000000000004,-0.013249999999999951,-0.013249999999999951,0.0,0.0,0.0,0.024300838956225368,5.684341886080802e-14,156684.74852831638,161375.1878178618,74021.00937937255,164851.36266304879,163527.63754519625,72266.05574847347
107,0.2675,0.026750000000000003,543.2877307901083,362.1918205267206,-181.09591026338768,-181.09591026338768,0.0,0.0,0.0,362.19182052672056,-181.09591026338765,-181.09591026338765,0.0,0.0,0.0,0.027478495883795584,-0.013197693872604221,-0.013197693872604221,0.0,0.0,0.0,0.026047029498098395,-0.013555496457683613,-0.013555496457683613,0.0,0.0,0.0,0.026749999999999958,-0.013375000000000034,-0.013375000000000034,0.0,0.0,0.0,0.026749999999999958,-0.013375000000000034,-0.013375000000000034,0.0,0.0,0.0,0.02454824976116071,0.0,156600.8294619163,161357.6779194453,74049.20610990904,164844.94813692605,163530.33411101022,72275.74451267654
108,0.27,0.027000000000000003,544.0507494913222,362.7004996608815,-181.35024983044073,-181.35024983044073,0.0,0.0,0.0,362.7004996608815,-181.35024983044073,-181.35024983044073,0.0,0.0,0.0,0.027742301077540055,-0.013319379237831608,-0.013319379237831608,0.0,0.0,0.0,0.02628394674910084,-0.013683901381744579,-0.013683901381744579,0.0,0.0,0.0,0.02700000000000003,-0.013500000000000003,-0.013500000000000003,0.0,0.0,0.0,0.02700000000000003,-0.013500000000000003,-0.013500000000000003,0.0,0.0,0.0,0.02479567394471627,-5.684341886080802e-14,156516.97758708594,161340.15918619776,74077.34882152601,164838.55931936012,163533.01984065902,72285.37046758237
109,0.2725,0.027250000000000003,544.8107531887819,363.2071687925266,-181.6035843962553,-181.6035843962553,0.0,0.0,0.0,363.2071687925266,-181.6035843962553,-181.6035843962553,0.0,0.0,0.0,0.028006238206862544,-0.013441034185520062,-0.013441034185520062,0.0,0.0,0.0,0.02652074557108758,-0.013812338411049785,-0.013812338411049785,0.0,0.0,0.0,0.027250000000000107,-0.013624999999999996,-0.013624999999999996,0.0,0.0,0.0,0.027250000000000107,-0.013624999999999996,-0.013624999999999996,0.0,0.0,0.0,0.025043111453177034,-5.684341886080802e-14,156433.19276073744,161322.63166255542,74105.438017509,164832.1961117794,163535.69477531777,72294.9341504527
110,0.275,0.027500000000000004,545.5677540023171,363.7118360015812,-181.8559180007359,-181.8559180007359,0.0,0.0,0.0,363.7118360015813,-181.85591800073593,-181.85591800073593,0.0,0.0,0.0,0.02827030733774727,-0.013562658723272947,-0.013562658723272947,0.0,0.0,0.0,0.026757426023258146,-0.013940807553626144,-0.013940807553626144,0.0,0.0,0.0,0.027500000000000118,-0.01374999999999994,-0.01374999999999994,0.0,0.0,0.0,0.027500000000000118,-0.01374999999999994,-0.01374999999999994,0.0,0.0,0.0,0.02529056223303281,-1.7053025658242404e-13,156349.47484029716,161305.09539279394,74133.47419556795,164825.85841595667,163538.35895602018,72304.43609259857
111,0.2775,0.027750000000000004,546.3217640056755,364.2145093371588,-182.1072546685167,-182.1072546685167,0.0,0.0,0.0,364.21450933715886,-182.10725466851673,-182.10725466851673,0.0,0.0,0.0,0.028534508536211423,-0.013684252858691903,-0.013684252858691903,0.0,0.0,0.0,0.026993988164782656,-0.014069308817503345,-0.014069308817503345,0.0,0.0,0.0,0.027749999999999983,-0.013874999999999945,-0.013874999999999945,0.0,0.0,0.0,0.027749999999999983,-0.013874999999999945,-0.013874999999999945,0.0,0.0,0.0,0.025538026230977704,0.0,156265.82368368615,161287.5504210376,74161.45784791793,164819.5461339895,163541.01242366823,72313.8768194662
112,0.28,0.028000000000000004,547.0727952266747,364.7151968177778,-182.35759840889688,-182.35759840889688,0.0,0.0,0.0,364.7151968177778,-182.35759840889688,-182.35759840889688,0.0,0.0,0.0,0.028798841868305614,-0.013805816599376575,-0.013805816599376575,0.0,0.0,0.0,0.027230432054801912,-0.014197842210712408,-0.014197842210712408,0.0,0.0,0.0,0.027999999999999987,-0.014000000000000021,-0.014000000000000021,0.0,0.0,0.0,0.027999999999999987,-0.014000000000000021,-0.014000000000000021,0.0,0.0,0.0,0.02578550339390927,5.684341886080802e-14,156182.23914934063,161269.99679124885,74189.38946136305,164813.25916832237,163543.65521902105,72323.25685072536
113,0.28250000000000003,0.028250000000000004,547.8208596473554,365.21390643155206,-182.60695321580337,-182.60695321580337,0.0,0.0,0.0,365.213906431552,-182.60695321580334,-182.60695321580334,0.0,0.0,0.0,0.02906330740011298,-0.013927349952924606,-0.013927349952924606,0.0,0.0,0.0,0.02746675775242663,-0.014326407741287017,-0.014326407741287017,0.0,0.0,0.0,0.028249999999999952,-0.014125000000000077,-0.014125000000000077,0.0,0.0,0.0,0.028249999999999952,-0.014125000000000077,-0.014125000000000077,0.0,0.0,0.0,0.026032993668927768,-1.1368683772161603e-13,156098.72109618352,161252.43454724256,74217.26951736846,164806.99742171777,163546.2873827095,72332.57670034647
114,0.28500000000000003,0.028500000000000004,548.5659692041359,365.71064613609593,-182.85532306803992,-182.85532306803992,0.0,0.0,0.0,365.71064613609593,-182.85532306803992,-182.85532306803992,0.0,0.0,0.0,0.02932790519775008,-0.014048852926931754,-0.014048852926931754,0.0,0.0,0.0,0.02770296531673838,-0.014455005417261968,-0.014455005417261968,0.0,0.0,0.0,0.028500000000000036,-0.014250000000000035,-0.014250000000000035,0.0,0.0,0.0,0.028500000000000036,-0.014250000000000035,-0.014250000000000035,0.0,0.0,0.0,0.02628049700333538,1.1368683772161603e-13,156015.2693836492,161234.86373267244,74245.09849213442,164800.76079728332,163548.90895522223,72341.83687667936
115,0.28750000000000003,0.028750000000000005,549.3081357879629,366.2054238586366,-183.10271192932632,-183.10271192932632,0.0,0.0,0.0,366.2054238586366,-183.10271192932632,-183.10271192932632,0.0,0.0,0.0,0.029592635327366,-0.014170325528992056,-0.014170325528992056,0.0,0.0,0.0,0.02793905480678882,-0.014583635246674942,-0.014583635246674942,0.0,0.0,0.0,0.028749999999999897,-0.014374999999999995,-0.014374999999999995,0.0,0.0,0.0,0.028749999999999897,-0.014374999999999995,-0.014374999999999995,0.0,0.0,0.0,0.026528013344635944,-5.684341886080802e-14,155931.8838716701,161217.28439103742,74272.87685665395,164794.5491984585,163551.51997691212,72351.03788251623
116,0.29,0.028999999999999998,550.047371244468,366.6982474962959,-183.34912374817208,-183.34912374817208,0.0,0.0,0.0,366.6982474962959,-183.34912374817208,-183.34912374817208,0.0,0.0,0.0,0.02985749785514369,-0.014291767766697605,-0.014291767766697605,0.0,0.0,0.0,0.02817502628160068,-0.014712297237565508,-0.014712297237565508,0.0,0.0,0.0,0.028999999999999925,-0.014500000000000018,-0.014500000000000018,0.0,0.0,0.0,0.028999999999999925,-0.014500000000000018,-0.014500000000000018,0.0,0.0,0.0,0.02677554264053444,0.0,155848.5644206669,161199.6965656865,74300.60507678989,164788.3625290052,163554.12048800112,72360.18021517286
117,0.2925,0.029249999999999998,550.7836873741119,367.18912491607995,-183.59456245803193,-183.59456245803193,0.0,0.0,0.0,367.18912491607995,-183.59456245803193,-183.59456245803193,0.0,0.0,0.0,0.03012249284729862,-0.014413179647638441,-0.014413179647638441,0.0,0.0,0.0,0.02841087980016671,-0.014840991397974568,-0.014840991397974568,0.0,0.0,0.0,0.02924999999999997,-0.014624999999999999,-0.014624999999999999,0.0,0.0,0.0,0.02924999999999997,-0.014624999999999999,-0.014624999999999999,0.0,0.0,0.0,0.027023084838934917,5.684341886080802e-14,155765.31089155123,161182.100299817,74328.28361339166,164782.2006930111,163556.71052857835,72369.2643666088
118,0.295,0.0295,551.5170959323436,367.67806395489043,-183.83903197745326,-183.83903197745326,0.0,0.0,0.0,367.67806395489043,-183.83903197745326,-183.83903197745326,0.0,0.0,0.0,0.030387620370079582,-0.014534561179402883,-0.014534561179402883,0.0,0.0,0.0,0.02864661542145025,-0.014969717735945798,-0.014969717735945798,0.0,0.0,0.0,0.02950000000000007,-0.014750000000000017,-0.014750000000000017,0.0,0.0,0.0,0.02950000000000007,-0.014750000000000017,-0.014750000000000017,0.0,0.0,0.0,0.027270639887941504,0.0,155682.12314575168,161164.49563646046,74355.91292227217,164776.063594919,163559.29013858564,72378.2908234114
119,0.2975,0.02975,552.2476086297478,368.16507241981896,-184.0825362099288,-184.0825362099288,0.0,0.0,0.0,368.1650724198189,-184.08253620992878,-184.08253620992878,0.0,0.0,0.0,0.03065288048976811,-0.01465591236957725,-0.01465591236957725,0.0,0.0,0.0,0.028882233204384933,-0.015098476259524651,-0.015098476259524651,0.0,0.0,0.0,0.029749999999999898,-0.014875000000000046,-0.014875000000000046,0.0,0.0,0.0,0.029749999999999898,-0.014875000000000046,-0.014875000000000046,0.0,0.0,0.0,0.027518207735856563,0.0,155599.00104515947,161146.88261851046,74383.49345435984,164769.95113946887,163561.8593578457,72387.26006694954
120,0.3,0.03,552.9752371321979,368.65015808812126,-184.3250790440767,-184.3250790440767,0.0,0.0,0.0,368.65015808812126,-184.3250790440767,-184.3250790440767,0.0,0.0,0.0,0.03091827327267993,-0.014777233225745923,-0.014777233225745923,0.0,0.0,0.0,0.02911773320787564,-0.015227266976758358,-0.015227266976758358,0.0,0.0,0.0,0.030000000000000113,-0.015000000000000012,-0.015000000000000012,0.0,0.0,0.0,0.030000000000000113,-0.015000000000000012,-0.015000000000000012,0.0,0.0,0.0,0.027765788331181165,0.0,155515.94445218047,161129.26128869512,74411.02565569681,164763.86323175518,163564.41822603426,72396.1725733785
121,0.3025,0.03025,553.699993061004,369.13332870731773,-184.5666643536862,-184.5666643536862,0.0,0.0,0.0,369.1333287073177,-184.56666435368618,-184.56666435368618,0.0,0.0,0.0,0.03118379878516242,-0.014898523755491555,-0.014898523755491555,0.0,0.0,0.0,0.02935311549079711,-0.015356089895696479,-0.015356089895696479,0.0,0.0,0.0,0.030249999999999933,-0.01512500000000002,-0.01512500000000002,0.0,0.0,0.0,0.030249999999999933,-0.01512500000000002,-0.01512500000000002,0.0,0.0,0.0,0.02801338162261289,0.0,155432.95322968415,161111.6316896031,74438.50996758284,164757.7997771729,163566.96678270615,72405.02881378568
122,0.305,0.0305,554.4218879930661,369.61459199541923,-184.80729599764686,-184.80729599764686,0.0,0.0,0.0,369.6145919954193,-184.8072959976469,-184.8072959976469,0.0,0.0,0.0,0.0314494570935977,-0.015019783966394695,-0.015019783966394695,0.0,0.0,0.0,0.02958838011199516,-0.015484945024390462,-0.015484945024390462,0.0,0.0,0.0,0.030500000000000062,-0.015249999999999958,-0.015249999999999958,0.0,0.0,0.0,0.030500000000000062,-0.015249999999999958,-0.015249999999999958,0.0,0.0,0.0,0.028260987559046696,5.684341886080802e-14,155350.0272410478,161093.99386366055,74465.94682654897,164751.76068146544,163569.505067272,72413.82925417101
123,0.3075,0.03075,555.1409334610221,370.0939556406868,-185.04697782033534,-185.04697782033534,0.0,0.0,0.0,370.0939556406868,-185.04697782033534,-185.04697782033534,0.0,0.0,0.0,0.031715248264399754,-0.01514101386603428,-0.01514101386603428,0.0,0.0,0.0,0.029823527130285687,-0.015613832370893532,-0.015613832370893532,0.0,0.0,0.0,0.03074999999999994,-0.015375000000000005,-0.015375000000000005,0.0,0.0,0.0,0.03074999999999994,-0.015375000000000005,-0.015375000000000005,0.0,0.0,0.0,0.028508606089573063,5.684341886080802e-14,155267.16635012554,161076.34785314562,74493.33666450145,164745.74585069303,163572.0331190128,72422.57435559304
124,0.31,0.031,555.8571409533987,370.5714273022529,-185.28571365114576,-185.28571365114576,0.0,0.0,0.0,370.57142730225286,-185.28571365114573,-185.28571365114573,0.0,0.0,0.0,0.031981172364016874,-0.015262213461987084,-0.015262213461987084,0.0,0.0,0.0,0.030058556604455555,-0.015742751943261468,-0.015742751943261468,0.0,0.0,0.0,0.031000000000000038,-0.01550000000000006,-0.01550000000000006,0.0,0.0,0.0,0.031000000000000038,-0.01550000000000006,-0.01550000000000006,0.0,0.0,0.0,0.02875623716347812,0.0,155184.37042125425,161058.69370018685,74520.67990872539,164739.75519123915,163574.55097707812,72431.2645741778
125,0.3125,0.03125,556.5705219147592,371.04701460987593,-185.52350730488328,-185.52350730488328,0.0,0.0,0.0,371.047014609876,-185.5235073048833,-185.5235073048833,0.0,0.0,0.0,0.03224722945892977,-0.015383382761827935,-0.015383382761827935,0.0,0.0,0.0,0.03029346859326215,-0.01587170374955127,-0.01587170374955127,0.0,0.0,0.0,0.031250000000000056,-0.015624999999999976,-0.015624999999999976,0.0,0.0,0.0,0.031250000000000056,-0.015624999999999976,-0.015624999999999976,0.0,0.0,0.0,0.029003880730242595,0.0,155101.63931925525,161041.03144676058,74547.97698198061,164733.78860981375,163577.05868048346,72439.900361218
126,0.315,0.0315,557.2810877458537,371.52072516390245,-185.76036258195123,-185.76036258195123,0.0,0.0,0.0,371.52072516390245,-185.76036258195123,-185.76036258195123,0.0,0.0,0.0,0.03251341961565268,-0.015504521773130109,-0.015504521773130109,0.0,0.0,0.0,0.030528263155433277,-0.016000687797822932,-0.016000687797822932,0.0,0.0,0.0,0.03149999999999995,-0.01574999999999995,-0.01574999999999995,0.0,0.0,0.0,0.03149999999999995,-0.01574999999999995,-0.01574999999999995,0.0,0.0,0.0,0.029251536739540975,0.0,155018.9729094259,161023.36113469413,74575.22830255586,164727.8460134453,163579.55626811343,72448.48216323157
127,0.3175,0.03175,557.9888498037677,371.9925665358709,-185.9962832678968,-185.9962832678968,0.0,0.0,0.0,371.99256653587094,-185.99628326789684,-185.99628326789684,0.0,0.0,0.0,0.03277974290073349,-0.01562563050346477,-0.01562563050346477,0.0,0.0,0.0,0.030762940349668033,-0.016129704096137676,-0.016129704096137676,0.0,0.0,0.0,0.031750000000000056,-0.015874999999999962,-0.015874999999999962,0.0,0.0,0.0,0.031750000000000056,-0.015874999999999962,-0.015874999999999962,0.0,0.0,0.0,0.029499205141241654,-5.684341886080802e-14,154936.37105754935,161005.68280566274,74602.43428429888,164721.92730949164,163582.04377871845,72457.01042199583
128,0.32,0.032,558.6938194020688,372.4625462680512,-186.23127313401756,-186.23127313401756,0.0,0.0,0.0,372.4625462680512,-186.23127313401756,-186.23127313401756,0.0,0.0,0.0,0.03304619938075248,-0.0157467089604012,-0.0157467089604012,0.0,0.0,0.0,0.030997500234635156,-0.01625875265255905,-0.01625875265255905,0.0,0.0,0.0,0.03199999999999987,-0.015999999999999993,-0.015999999999999993,0.0,0.0,0.0,0.03199999999999987,-0.015999999999999993,-0.015999999999999993,0.0,0.0,0.0,0.029746885885405052,0.0,154853.8336298725,160987.99650119778,74629.59533673464,164716.03240561773,163584.52125092308,72465.4855746685
129,0.3225,0.03225,559.3960078109567,372.93067187393467,-186.46533593702208,-186.46533593702208,0.0,0.0,0.0,372.9306718739346,-186.46533593702205,-186.46533593702205,0.0,0.0,0.0,0.03331278912232438,-0.01586775715150679,-0.01586775715150679,0.0,0.0,0.0,0.03123194286897507,-0.016387833475153046,-0.016387833475153046,0.0,0.0,0.0,0.032249999999999945,-0.01612500000000003,-0.01612500000000003,0.0,0.0,0.0,0.032249999999999945,-0.01612500000000003,-0.01612500000000003,0.0,0.0,0.0,0.02999457892228416,0.0,154771.36049313884,160970.30226267135,74656.71186505146,164710.1612098313,163586.9887232103,72473.90805377917
130,0.325,0.0325,560.0954262574085,373.3969508382616,-186.6984754191469,-186.6984754191469,0.0,0.0,0.0,373.3969508382616,-186.6984754191469,-186.6984754191469,0.0,0.0,0.0,0.03357951219209632,-0.01598877508434693,-0.01598877508434693,0.0,0.0,0.0,0.031466268311298284,-0.016516946571986213,-0.016516946571986213,0.0,0.0,0.0,0.0325,-0.016249999999999952,-0.016249999999999952,0.0,0.0,0.0,0.0325,-0.016249999999999952,-0.016249999999999952,0.0,0.0,0.0,0.030242284202322896,-5.684341886080802e-14,154688.95151455046,160952.60013131492,74683.78427022124,164704.31363044307,163589.44623394017,72482.27828735148
131,0.3275,0.03275,560.7920859253288,373.86139061689124,-186.93069530843755,-186.93069530843755,0.0,0.0,0.0,373.86139061689124,-186.93069530843755,-186.93069530843755,0.0,0.0,0.0,0.03384636865674906,-0.016109762766485458,-0.016109762766485458,0.0,0.0,0.0,0.03170047662018616,-0.016646091951128983,-0.016646091951128983,0.0,0.0,0.0,0.03275000000000004,-0.01637499999999998,-0.01637499999999998,0.0,0.0,0.0,0.03275000000000004,-0.01637499999999998,-0.01637499999999998,0.0,0.0,0.0,0.0304900016761563,-5.684341886080802e-14,154606.6065617776,160934.89014821325,74710.81294900259,164698.48957607846,163591.89382134387,72490.59669891163
132,0.33,0.033,561.4859979556932,374.32399863713414,-187.16199931855905,-187.16199931855905,0.0,0.0,0.0,374.32399863713414,-187.16199931855905,-187.16199931855905,0.0,0.0,0.0,0.0341133585829968,-0.01623072020548405,-0.01623072020548405,0.0,0.0,0.0,0.03193456785419069,-0.01677526962065279,-0.01677526962065279,0.0,0.0,0.0,0.03300000000000013,-0.016500000000000056,-0.016500000000000056,0.0,0.0,0.0,0.03300000000000013,-0.016500000000000056,-0.016500000000000056,0.0,0.0,0.0,0.030737731294609064,1.1368683772161603e-13,154524.32550297966,160917.1723542939,74737.79829404286,164692.68895570023,163594.33152351275,72498.86370759239
133,0.3325,0.03325,562.1771734466963,374.784782297834,-187.39239114886232,-187.39239114886232,0.0,0.0,0.0,374.78478229783406,-187.39239114886234,-187.39239114886234,0.0,0.0,0.0,0.03438048203758681,-0.016351647408902326,-0.016351647408902326,0.0,0.0,0.0,0.032168542071834616,-0.01690447958863084,-0.01690447958863084,0.0,0.0,0.0,0.03325000000000007,-0.016624999999999956,-0.016624999999999956,0.0,0.0,0.0,0.03325000000000007,-0.016624999999999956,-0.016624999999999956,0.0,0.0,0.0,0.030985473008695346,5.684341886080802e-14,154442.10820677248,160899.44679034376,74764.740693895,164686.91167857454,163596.75937841507,72507.0797281547
134,0.335,0.0335,562.8656234539003,375.24374896926685,-187.62187448463342,-187.62187448463342,0.0,0.0,0.0,375.24374896926685,-187.62187448463342,-187.62187448463342,0.0,0.0,0.0,0.03464773908730001,-0.016472544384298515,-0.016472544384298515,0.0,0.0,0.0,0.03240239933161165,-0.01703372186313923,-0.01703372186313923,0.0,0.0,0.0,0.03349999999999992,-0.01674999999999997,-0.01674999999999997,0.0,0.0,0.0,0.03349999999999992,-0.01674999999999997,-0.01674999999999997,0.0,0.0,0.0,0.031233226769618472,0.0,154359.9545422392,160881.71349700197,74791.6405330749,164681.15765428392,163599.17742388876,72515.24517104839
135,0.3375,0.03375,563.5513589903775,375.7009059935614,-187.85045299681607,-187.85045299681607,0.0,0.0,0.0,375.7009059935613,-187.85045299681605,-187.85045299681605,0.0,0.0,0.0,0.03491512979895106,-0.01659341113922863,-0.01659341113922863,0.0,0.0,0.0,0.0326361396919862,-0.017162996452255386,-0.017162996452255386,0.0,0.0,0.0,0.03375000000000004,-0.016875000000000043,-0.016875000000000043,0.0,0.0,0.0,0.03375000000000004,-0.016875000000000043,-0.016875000000000043,0.0,0.0,0.0,0.03148099252876982,0.0,154277.86437893473,160863.97251475896,74818.49819213588,164675.42679273212,163601.58569764034,72523.36044248923
136,0.34,0.034,564.2343910268544,376.15626068456424,-188.07813034229017,-188.07813034229017,0.0,0.0,0.0,376.15626068456424,-188.07813034229017,-188.07813034229017,0.0,0.0,0.0,0.03518265423938716,-0.016714247681246686,-0.016714247681246686,0.0,0.0,0.0,0.03286976321139323,-0.017292303364058847,-0.017292303364058847,0.0,0.0,0.0,0.033999999999999975,-0.01700000000000001,-0.01700000000000001,0.0,0.0,0.0,0.033999999999999975,-0.01700000000000001,-0.01700000000000001,0.0,0.0,0.0,0.03172877023772749,0.0,154195.83758687315,160846.22388396112,74845.3140477272,164669.71900413194,163603.98423724947,72531.42594452068
137,0.3425,0.03425,564.9147304918624,376.60982032786643,-188.30491016399597,-188.30491016399597,0.0,0.0,0.0,376.6098203278664,-188.30491016399594,-188.30491016399594,0.0,0.0,0.0,0.035450312475489576,-0.016835054017905138,-0.016835054017905138,0.0,0.0,0.0,0.03310326994823848,-0.017421642606631704,-0.017421642606631704,0.0,0.0,0.0,0.03424999999999989,-0.01712500000000006,-0.01712500000000006,0.0,0.0,0.0,0.03424999999999989,-0.01712500000000006,-0.01712500000000006,0.0,0.0,0.0,0.03197655984825708,1.1368683772161603e-13,154113.87403653533,160828.46764480657,74872.08847258403,164664.03419901436,163606.3730801648,72539.44207500941
138,0.34500000000000003,0.0345,565.592388271877,377.0615921812567,-188.53079609062027,-188.53079609062027,0.0,0.0,0.0,377.0615921812567,-188.53079609062027,-188.53079609062027,0.0,0.0,0.0,0.035718104574173126,-0.01695583015675417,-0.01695583015675417,0.0,0.0,0.0,0.03333665996089896,-0.017551014188057046,-0.017551014188057046,0.0,0.0,0.0,0.034500000000000024,-0.017249999999999963,-0.017249999999999963,0.0,0.0,0.0,0.034500000000000024,-0.017249999999999963,-0.017249999999999963,0.0,0.0,0.0,0.03222436131231005,-1.1368683772161603e-13,154031.97359886003,160810.70383735033,74898.821835646,164658.37228821946,163608.752263709,72547.4092277642
139,0.34750000000000003,0.03475,566.2673752114666,377.51158347434756,-188.75579173711907,-188.75579173711907,0.0,0.0,0.0,377.5115834743476,-188.7557917371191,-188.7557917371191,0.0,0.0,0.0,0.03598603060238559,-0.017076576105342522,-0.017076576105342522,0.0,0.0,0.0,0.033569933307722066,-0.01768041811642107,-0.01768041811642107,0.0,0.0,0.0,0.03475000000000013,-0.017374999999999963,-0.017374999999999963,0.0,0.0,0.0,0.03475000000000013,-0.017374999999999963,-0.017374999999999963,0.0,0.0,0.0,0.032472174582023686,-1.1368683772161603e-13,153950.13614525436,160792.93250149715,74925.51450206191,164652.73318290905,163611.12182507126,72555.3277925462
140,0.35000000000000003,0.035,566.9397021134325,377.9598014089808,-188.97990070445178,-188.97990070445178,0.0,0.0,0.0,377.95980140898087,-188.9799007044518,-188.9799007044518,0.0,0.0,0.0,0.03625409062710827,-0.017197291871216713,-0.017197291871216713,0.0,0.0,0.0,0.03380309004702592,-0.01780985439981153,-0.01780985439981153,0.0,0.0,0.0,0.03500000000000003,-0.01749999999999995,-0.01749999999999995,0.0,0.0,0.0,0.03500000000000003,-0.01749999999999995,-0.01749999999999995,0.0,0.0,0.0,0.032719999609719636,0.0,153868.36154757507,160775.15367701158,74952.16683327623,164647.11679454695,163613.48180131766,72563.19815515673
141,0.3525,0.03525,567.6093797389562,378.40625315928054,-189.20312657967568,-189.20312657967568,0.0,0.0,0.0,378.4062531592805,-189.20312657967565,-189.20312657967565,0.0,0.0,0.0,0.03652228471535646,-0.017317977461921596,-0.017317977461921596,0.0,0.0,0.0,0.03403613023709984,-0.017939323046318068,-0.017939323046318068,0.0,0.0,0.0,0.03524999999999998,-0.01762500000000005,-0.01762500000000005,0.0,0.0,0.0,0.03524999999999998,-0.01762500000000005,-0.01762500000000005,0.0,0.0,0.0,0.03296783634790415,0.0,153786.64967813305,160757.36740351518,74978.77918703138,164641.5230349049,163615.83222938824,72571.02069744426
142,0.355,0.0355,568.2764188077397,378.8509458718372,-189.4254729359025,-189.4254729359025,0.0,0.0,0.0,378.8509458718372,-189.4254729359025,-189.4254729359025,0.0,0.0,0.0,0.036790612934178735,-0.01743863288499975,-0.01743863288499975,0.0,0.0,0.0,0.034269053936204,-0.01806882406403243,-0.01806882406403243,0.0,0.0,0.0,0.03550000000000004,-0.01774999999999998,-0.01774999999999998,0.0,0.0,0.0,0.03550000000000004,-0.01774999999999998,-0.01774999999999998,0.0,0.0,0.0,0.03321568474926711,-5.684341886080802e-14,153705.00040970094,160739.57372048238,75005.35191744652,164635.9518160713,163618.17314609248,72578.7957973853
143,0.3575,0.03575,568.9408299981512,379.2938866654105,-189.64694333274068,-189.64694333274068,0.0,0.0,0.0,379.29388666541047,-189.64694333274065,-189.64694333274065,0.0,0.0,0.0,0.03705907535065689,-0.017559258147992418,-0.017559258147992418,0.0,0.0,0.0,0.03450186120256904,-0.018198357461048476,-0.018198357461048476,0.0,0.0,0.0,0.03574999999999996,-0.01787500000000003,-0.01787500000000003,0.0,0.0,0.0,0.03574999999999996,-0.01787500000000003,-0.01787500000000003,0.0,0.0,0.0,0.03346354476668113,-5.684341886080802e-14,153623.4136155138,160721.77266723898,75031.88537506292,164630.40305045331,163620.5045881079,72586.52382913306
